"gene_id","rank"
"ENSG00000033867.17",541
"ENSG00000144642.22",542
"ENSG00000235904.3",543
"ENSG00000203506.5",544
"ENSG00000289450.2",545
"ENSG00000144645.16",546
"ENSG00000153551.14",547
"ENSG00000173705.9",548
"ENSG00000153558.16",549
"ENSG00000226320.6",550
"ENSG00000172995.17",551
"ENSG00000144681.11",552
"ENSG00000144668.12",553
"ENSG00000144677.15",554
"ENSG00000170011.14",555
"ENSG00000114812.13",556
"ENSG00000232354.8",557
"ENSG00000011198.10",558
"ENSG00000163814.8",559
"ENSG00000160801.14",560
"ENSG00000010319.7",561
"ENSG00000010327.10",562
"ENSG00000157388.20",563
"ENSG00000157445.15",564
"ENSG00000163947.12",565
"ENSG00000144730.19",566
"ENSG00000174844.15",567
"ENSG00000163687.14",568
"ENSG00000163689.21",569
"ENSG00000114405.11",570
"ENSG00000163618.18",571
"ENSG00000163630.11",572
"ENSG00000163637.13",573
"ENSG00000163638.13",574
"ENSG00000241158.7",575
"ENSG00000241684.8",576
"ENSG00000144749.14",577
"ENSG00000288039.1",578
"ENSG00000241316.8",579
"ENSG00000183662.12",580
"ENSG00000114541.15",581
"ENSG00000187098.18",582
"ENSG00000285708.1",583
"ENSG00000121440.15",584
"ENSG00000242741.2",585
"ENSG00000113805.9",586
"ENSG00000185008.19",587
"ENSG00000169855.21",588
"ENSG00000243694.5",589
"ENSG00000114480.13",590
"ENSG00000175161.14",591
"ENSG00000206538.9",592
"ENSG00000281392.3",593
"ENSG00000179097.7",594
"ENSG00000044524.11",595
"ENSG00000285780.2",596
"ENSG00000080224.18",597
"ENSG00000144810.16",598
"ENSG00000287378.1",599
"ENSG00000144820.8",600
"ENSG00000154175.18",601
"ENSG00000287682.1",602
"ENSG00000170044.9",603
"ENSG00000170017.12",604
"ENSG00000242759.10",605
"ENSG00000243701.8",606
"ENSG00000271856.1",607
"ENSG00000163507.15",608
"ENSG00000163519.14",609
"ENSG00000114487.10",610
"ENSG00000241224.8",611
"ENSG00000289358.1",612
"ENSG00000228980.4",613
"ENSG00000242029.1",614
"ENSG00000242242.7",615
"ENSG00000153283.13",616
"ENSG00000114529.13",617
"ENSG00000261488.1",618
"ENSG00000091972.18",619
"ENSG00000186265.10",620
"ENSG00000091986.16",621
"ENSG00000163606.11",622
"ENSG00000240057.8",623
"ENSG00000144857.15",624
"ENSG00000072858.11",625
"ENSG00000181847.12",626
"ENSG00000242880.2",627
"ENSG00000288896.2",628
"ENSG00000289153.2",629
"ENSG00000185565.12",630
"ENSG00000239268.5",631
"ENSG00000243276.6",632
"ENSG00000144847.13",633
"ENSG00000031081.11",634
"ENSG00000163430.12",635
"ENSG00000113924.12",636
"ENSG00000051341.15",637
"ENSG00000180353.11",638
"ENSG00000145088.9",639
"ENSG00000114013.16",640
"ENSG00000036828.17",641
"ENSG00000082684.16",642
"ENSG00000173175.16",643
"ENSG00000160145.16",644
"ENSG00000173706.15",645
"ENSG00000114544.17",646
"ENSG00000144908.14",647
"ENSG00000287232.1",648
"ENSG00000073111.14",649
"ENSG00000187715.13",650
"ENSG00000228252.9",651
"ENSG00000114670.14",652
"ENSG00000248724.6",653
"ENSG00000144868.14",654
"ENSG00000170819.5",655
"ENSG00000291042.1",656
"ENSG00000244062.1",657
"ENSG00000174640.15",658
"ENSG00000288700.2",659
"ENSG00000154928.19",660
"ENSG00000114115.10",661
"ENSG00000158258.16",662
"ENSG00000175093.5",663
"ENSG00000069849.11",664
"ENSG00000144935.17",665
"ENSG00000163710.9",666
"ENSG00000181804.15",667
"ENSG00000289986.1",668
"ENSG00000144891.19",669
"ENSG00000047457.14",670
"ENSG00000163762.7",671
"ENSG00000169908.12",672
"ENSG00000169903.7",673
"ENSG00000018408.15",674
"ENSG00000244265.2",675
"ENSG00000239265.5",676
"ENSG00000174946.7",677
"ENSG00000174944.9",678
"ENSG00000169313.10",679
"ENSG00000152580.9",680
"ENSG00000238755.3",681
"ENSG00000243069.9",682
"ENSG00000196549.13",683
"ENSG00000114805.18",684
"ENSG00000240875.6",685
"ENSG00000197980.14",686
"ENSG00000197415.12",687
"ENSG00000079257.8",688
"ENSG00000163590.14",689
"ENSG00000196542.9",690
"ENSG00000289884.1",691
"ENSG00000244128.9",692
"ENSG00000174776.12",693
"ENSG00000244227.9",694
"ENSG00000206120.11",695
"ENSG00000085276.19",696
"ENSG00000013297.12",697
"ENSG00000286695.1",698
"ENSG00000154310.17",699
"ENSG00000144959.11",700
"ENSG00000114346.14",701
"ENSG00000169760.18",702
"ENSG00000177694.16",703
"ENSG00000223715.3",704
"ENSG00000231574.7",705
"ENSG00000223930.9",706
"ENSG00000237978.6",707
"ENSG00000172667.11",708
"ENSG00000229102.1",709
"ENSG00000114450.11",710
"ENSG00000145075.13",711
"ENSG00000242808.12",712
"ENSG00000053524.13",713
"ENSG00000176597.12",714
"ENSG00000172578.12",715
"ENSG00000187068.3",716
"ENSG00000073803.14",717
"ENSG00000073792.16",718
"ENSG00000244405.8",719
"ENSG00000058866.15",720
"ENSG00000188001.10",721
"ENSG00000073282.14",722
"ENSG00000090530.10",723
"ENSG00000225764.3",724
"ENSG00000113946.4",725
"ENSG00000114279.15",726
"ENSG00000180611.7",727
"ENSG00000187527.12",728
"ENSG00000127249.15",729
"ENSG00000145014.18",730
"ENSG00000251652.1",731
"ENSG00000152953.13",732
"ENSG00000125089.18",733
"ENSG00000109684.16",734
"ENSG00000002587.10",735
"ENSG00000287778.2",736
"ENSG00000249631.7",737
"ENSG00000250634.6",738
"ENSG00000249988.1",739
"ENSG00000248360.7",740
"ENSG00000249252.5",741
"ENSG00000163145.13",742
"ENSG00000004468.13",743
"ENSG00000007062.12",744
"ENSG00000169744.13",745
"ENSG00000249998.1",746
"ENSG00000109805.10",747
"ENSG00000286046.1",748
"ENSG00000145147.20",749
"ENSG00000185774.16",750
"ENSG00000250039.4",751
"ENSG00000152990.14",752
"ENSG00000249948.7",753
"ENSG00000248837.7",754
"ENSG00000250137.1",755
"ENSG00000251292.1",756
"ENSG00000109819.9",757
"ENSG00000289201.1",758
"ENSG00000091490.11",759
"ENSG00000169851.16",760
"ENSG00000250954.6",761
"ENSG00000250723.7",762
"ENSG00000248685.6",763
"ENSG00000197057.10",764
"ENSG00000251438.1",765
"ENSG00000174145.8",766
"ENSG00000065882.18",767
"ENSG00000174123.11",768
"ENSG00000121895.8",769
"ENSG00000168421.14",770
"ENSG00000064042.18",771
"ENSG00000188848.17",772
"ENSG00000285454.1",773
"ENSG00000124406.17",774
"ENSG00000163285.8",775
"ENSG00000163288.14",776
"ENSG00000198515.16",777
"ENSG00000074966.11",778
"ENSG00000072201.14",779
"ENSG00000134853.12",780
"ENSG00000157404.17",781
"ENSG00000128052.10",782
"ENSG00000287382.1",783
"ENSG00000109265.15",784
"ENSG00000283156.2",785
"ENSG00000163453.11",786
"ENSG00000250333.2",787
"ENSG00000150471.17",788
"ENSG00000288659.3",789
"ENSG00000249413.2",790
"ENSG00000248049.8",791
"ENSG00000284695.1",792
"ENSG00000109193.12",793
"ENSG00000132465.12",794
"ENSG00000080493.19",795
"ENSG00000156140.10",796
"ENSG00000250436.1",797
"ENSG00000169429.12",798
"ENSG00000163739.5",799
"ENSG00000163738.19",800
"ENSG00000169116.11",801
"ENSG00000248646.1",802
"ENSG00000287401.1",803
"ENSG00000272414.6",804
"ENSG00000138771.16",805
"ENSG00000138759.20",806
"ENSG00000138772.13",807
"ENSG00000251442.8",808
"ENSG00000138756.19",809
"ENSG00000249307.8",810
"ENSG00000250334.8",811
"ENSG00000197826.12",812
"ENSG00000145284.12",813
"ENSG00000145287.11",814
"ENSG00000138678.11",815
"ENSG00000163624.6",816
"ENSG00000138639.18",817
"ENSG00000109339.24",818
"ENSG00000163629.13",819
"ENSG00000152583.13",820
"ENSG00000249001.6",821
"ENSG00000118785.15",822
"ENSG00000185477.5",823
"ENSG00000251095.8",824
"ENSG00000145335.17",825
"ENSG00000138722.10",826
"ENSG00000184305.16",827
"ENSG00000163110.15",828
"ENSG00000138696.11",829
"ENSG00000182168.15",830
"ENSG00000248510.2",831
"ENSG00000163116.10",832
"ENSG00000168785.8",833
"ENSG00000070190.13",834
"ENSG00000164035.10",835
"ENSG00000286150.1",836
"ENSG00000153064.12",837
"ENSG00000251309.1",838
"ENSG00000138778.14",839
"ENSG00000251577.5",840
"ENSG00000245384.2",841
"ENSG00000248242.1",842
"ENSG00000236699.9",843
"ENSG00000138780.15",844
"ENSG00000168743.13",845
"ENSG00000155011.9",846
"ENSG00000138795.10",847
"ENSG00000232021.9",848
"ENSG00000164089.9",849
"ENSG00000188517.17",850
"ENSG00000005059.16",851
"ENSG00000170522.10",852
"ENSG00000138658.16",853
"ENSG00000145362.21",854
"ENSG00000180801.14",855
"ENSG00000174607.11",856
"ENSG00000288921.1",857
"ENSG00000229565.2",858
"ENSG00000164100.9",859
"ENSG00000172403.11",860
"ENSG00000172399.6",861
"ENSG00000250938.8",862
"ENSG00000138738.11",863
"ENSG00000050730.16",864
"ENSG00000138685.17",865
