"gene_id","avg_rank"
"ENSG00000204287",1524.4
"ENSG00000254349",1524.4
"ENSG00000173705",1524.8
"ENSG00000235257",1525
"ENSG00000168356",1525
"ENSG00000249395",1525.8
"ENSG00000196735",1526
"ENSG00000179344",1526.8
"ENSG00000231873",1527
"ENSG00000231389",1527.8
"ENSG00000254266",1528.2
"ENSG00000232354",1531.2
"ENSG00000285744",1531.2
"ENSG00000164684",1533.8
"ENSG00000076641",1534.8
"ENSG00000124731",1535.4
"ENSG00000157388",1536.8
"ENSG00000184672",1537
"ENSG00000124772",1537
"ENSG00000104267",1539
"ENSG00000163618",1539.6
"ENSG00000176571",1541.2
"ENSG00000156103",1543
"ENSG00000253553",1544
"ENSG00000147606",1546.8
"ENSG00000114480",1547.4
"ENSG00000079102",1547.8
"ENSG00000113805",1548
"ENSG00000179097",1549.6
"ENSG00000281392",1549.8
"ENSG00000246662",1550.2
"ENSG00000164949",1551.2
"ENSG00000206538",1551.2
"ENSG00000080224",1551.2
"ENSG00000253773",1552.4
"ENSG00000170044",1556.6
"ENSG00000083307",1557.6
"ENSG00000104490",1558.6
"ENSG00000164929",1560.6
"ENSG00000168143",1560.8
"ENSG00000163507",1560.8
"ENSG00000146151",1561.6
"ENSG00000247081",1561.6
"ENSG00000147650",1563
"ENSG00000169946",1564
"ENSG00000225096",1564.2
"ENSG00000251003",1565.2
"ENSG00000241490",1566
"ENSG00000156535",1567
"ENSG00000154188",1567.4
"ENSG00000186265",1567.8
"ENSG00000289153",1568.8
"ENSG00000234426",1569.8
"ENSG00000205038",1569.8
"ENSG00000242880",1570
"ENSG00000104447",1571.4
"ENSG00000233797",1572.6
"ENSG00000186231",1574.8
"ENSG00000184374",1576.2
"ENSG00000145088",1577
"ENSG00000004399",1577.8
"ENSG00000136960",1577.8
"ENSG00000187955",1579.2
"ENSG00000114544",1580
"ENSG00000253819",1582.2
"ENSG00000204949",1583.4
"ENSG00000170819",1583.8
"ENSG00000244062",1584.2
"ENSG00000112246",1585
"ENSG00000288700",1585.4
"ENSG00000154928",1587.4
"ENSG00000144935",1590.6
"ENSG00000254166",1590.8
"ENSG00000289986",1590.8
"ENSG00000249859",1592.4
"ENSG00000229140",1593.4
"ENSG00000152661",1593.8
"ENSG00000184156",1597.2
"ENSG00000163659",1598
"ENSG00000155926",1599.6
"ENSG00000118855",1600.8
"ENSG00000238755",1600.8
"ENSG00000283154",1601.4
"ENSG00000226409",1601.4
"ENSG00000114805",1602.2
"ENSG00000196549",1602.8
"ENSG00000254101",1603
"ENSG00000197980",1603.6
"ENSG00000240875",1604.2
"ENSG00000163581",1605.8
"ENSG00000118515",1606.2
"ENSG00000163590",1607.4
"ENSG00000289884",1607.6
"ENSG00000107099",1608.4
"ENSG00000244128",1608.6
"ENSG00000118507",1609
"ENSG00000206120",1610
"ENSG00000118503",1610.2
"ENSG00000197584",1612.2
"ENSG00000137033",1615
"ENSG00000227954",1615.2
"ENSG00000178445",1616.2
"ENSG00000172667",1617.6
"ENSG00000232310",1617.6
"ENSG00000113905",1619
"ENSG00000286313",1619.8
"ENSG00000053524",1620
"ENSG00000237596",1620.6
"ENSG00000173068",1621
"ENSG00000120254",1621.4
"ENSG00000187068",1622
"ENSG00000163347",1622
"ENSG00000178031",1622.8
"ENSG00000244405",1623.6
"ENSG00000177076",1624.6
"ENSG00000228730",1625.2
"ENSG00000171843",1626
"ENSG00000009765",1628.6
"ENSG00000120156",1629.4
"ENSG00000013810",1630
"ENSG00000163995",1630.2
"ENSG00000251652",1630.8
"ENSG00000174482",1631
"ENSG00000287154",1631.2
"ENSG00000112038",1634
"ENSG00000002587",1635
"ENSG00000109684",1636.4
"ENSG00000007062",1639
"ENSG00000146477",1639.6
"ENSG00000249998",1640.4
"ENSG00000154330",1641.6
"ENSG00000008256",1643.8
"ENSG00000112562",1645
"ENSG00000083067",1645.6
"ENSG00000249948",1645.8
"ENSG00000235431",1646.4
"ENSG00000135046",1649.2
"ENSG00000198963",1650.6
"ENSG00000136267",1651
"ENSG00000248685",1652.2
"ENSG00000099139",1652.4
"ENSG00000237773",1653
"ENSG00000215018",1654
"ENSG00000106772",1654
"ENSG00000236039",1655.8
"ENSG00000156049",1655.8
"ENSG00000136237",1656.2
"ENSG00000231373",1656.8
"ENSG00000105877",1658.6
"ENSG00000106537",1659.2
"ENSG00000165105",1660
"ENSG00000106511",1661.2
"ENSG00000156096",1661.2
"ENSG00000145321",1663.2
"ENSG00000214870",1665.2
"ENSG00000005020",1666
"ENSG00000163734",1666.2
"ENSG00000135047",1666.4
"ENSG00000284695",1666.8
"ENSG00000124882",1667.2
"ENSG00000136235",1667.2
"ENSG00000243004",1667.4
"ENSG00000132465",1667.4
"ENSG00000154678",1669
"ENSG00000165025",1670.6
"ENSG00000169071",1671.8
"ENSG00000287401",1674.2
"ENSG00000165238",1674.6
"ENSG00000145283",1675.6
"ENSG00000197826",1676.2
"ENSG00000106571",1679
"ENSG00000232006",1679.8
"ENSG00000183696",1679.8
"ENSG00000119508",1680.2
"ENSG00000249001",1682
"ENSG00000234323",1683.6
"ENSG00000148143",1684.6
"ENSG00000165124",1687
"ENSG00000030304",1688
"ENSG00000198099",1688.6
"ENSG00000198121",1689
"ENSG00000248510",1689
"ENSG00000187758",1689.4
"ENSG00000179869",1690.4
"ENSG00000049540",1691.6
"ENSG00000109320",1694
"ENSG00000158683",1694.8
"ENSG00000173077",1695.6
"ENSG00000041982",1697.4
"ENSG00000245293",1698.2
"ENSG00000174749",1698.8
"ENSG00000138780",1700
"ENSG00000078725",1700.6
"ENSG00000243144",1701.6
"ENSG00000138738",1707.8
"ENSG00000095370",1708.2
"ENSG00000186472",1709
"ENSG00000288921",1709.4
"ENSG00000075213",1710.4
"ENSG00000050555",1712.2
"ENSG00000285090",1714
"ENSG00000158528",1715.8
"ENSG00000251199",1716.2
"ENSG00000160339",1716.8
"ENSG00000285783",1717
"ENSG00000249618",1718
"ENSG00000172889",1718.8
"ENSG00000243193",1721.2
"ENSG00000251600",1723
"ENSG00000151612",1723.8
"ENSG00000231298",1723.8
"ENSG00000225329",1726.6
"ENSG00000134460",1728.2
"ENSG00000005249",1729.4
"ENSG00000065675",1729.4
"ENSG00000225535",1730.6
"ENSG00000121207",1731.6
"ENSG00000290441",1732.2
"ENSG00000198879",1732.6
"ENSG00000052802",1735
"ENSG00000048740",1735.2
"ENSG00000135269",1735.8
"ENSG00000285520",1737.4
"ENSG00000151474",1740
"ENSG00000196104",1740.8
"ENSG00000237813",1741.2
"ENSG00000077943",1742
"ENSG00000106278",1743.2
"ENSG00000026025",1743.2
"ENSG00000151725",1744.2
"ENSG00000148488",1744.6
"ENSG00000224897",1745
"ENSG00000122787",1745.2
"ENSG00000251139",1746.6
"ENSG00000260314",1746.6
"ENSG00000120594",1749
"ENSG00000145545",1749.8
"ENSG00000157680",1750.2
"ENSG00000078114",1750.2
"ENSG00000251504",1751
"ENSG00000248677",1751.4
"ENSG00000128567",1751.8
"ENSG00000120549",1752.8
"ENSG00000154122",1755.6
"ENSG00000145569",1757.2
"ENSG00000106462",1758.2
"ENSG00000230649",1759
"ENSG00000242258",1759.2
"ENSG00000232053",1759.8
"ENSG00000107968",1760
"ENSG00000122778",1760
"ENSG00000286751",1761.6
"ENSG00000171115",1762.8
"ENSG00000291102",1764.8
"ENSG00000196511",1766.2
"ENSG00000248587",1769.6
"ENSG00000083720",1770.6
"ENSG00000128815",1770.6
"ENSG00000185532",1772
"ENSG00000153071",1773.2
"ENSG00000250722",1774.6
"ENSG00000122870",1775
"ENSG00000134013",1775.2
"ENSG00000151150",1778.4
"ENSG00000061337",1779.2
"ENSG00000003989",1780
"ENSG00000251141",1781
"ENSG00000196932",1781.2
"ENSG00000253496",1781.4
"ENSG00000067113",1783.6
"ENSG00000228566",1785.2
"ENSG00000092964",1785.6
"ENSG00000183230",1787.6
"ENSG00000122862",1789.4
"ENSG00000249085",1791
"ENSG00000251391",1792
"ENSG00000107719",1792
"ENSG00000186479",1792.4
"ENSG00000249856",1792.4
"ENSG00000249364",1793.6
"ENSG00000206579",1794.2
"ENSG00000104368",1795
"ENSG00000138315",1797.4
"ENSG00000176928",1798.6
"ENSG00000122884",1798.6
"ENSG00000250237",1799.4
"ENSG00000188676",1800.6
"ENSG00000035403",1800.8
"ENSG00000162426",1802.2
"ENSG00000156113",1802.4
"ENSG00000142583",1802.6
"ENSG00000162493",1804
"ENSG00000185737",1804
"ENSG00000231606",1804.8
"ENSG00000137571",1806.8
"ENSG00000247572",1807.2
"ENSG00000152422",1807.6
"ENSG00000173372",1807.6
"ENSG00000131910",1807.8
"ENSG00000184719",1808
"ENSG00000159189",1808
"ENSG00000117643",1808
"ENSG00000133216",1808.8
"ENSG00000205293",1809.8
"ENSG00000164176",1810
"ENSG00000107796",1810.2
"ENSG00000177182",1810.6
"ENSG00000182866",1811.4
"ENSG00000164199",1812.4
"ENSG00000137573",1812.6
"ENSG00000152779",1813.4
"ENSG00000286121",1814.4
"ENSG00000280560",1815.2
"ENSG00000158315",1815.4
"ENSG00000104369",1815.8
"ENSG00000154589",1816
"ENSG00000223720",1816.6
"ENSG00000142945",1817
"ENSG00000142937",1817.4
"ENSG00000174348",1817.6
"ENSG00000117450",1817.8
"ENSG00000119938",1818
"ENSG00000104381",1818.2
"ENSG00000145757",1818.8
"ENSG00000138190",1819.8
"ENSG00000251513",1820.4
"ENSG00000162407",1820.4
"ENSG00000229294",1820.4
"ENSG00000162409",1820.8
"ENSG00000171033",1820.8
"ENSG00000138119",1820.8
"ENSG00000260971",1821.8
"ENSG00000116675",1822.2
"ENSG00000232284",1822.2
"ENSG00000247877",1822.6
"ENSG00000286953",1822.8
"ENSG00000226476",1823
"ENSG00000286839",1823.6
"ENSG00000116729",1824.2
"ENSG00000237352",1824.4
"ENSG00000251027",1825.4
"ENSG00000138185",1826
"ENSG00000154027",1826
"ENSG00000286863",1826.2
"ENSG00000287352",1828.4
"ENSG00000237076",1829.4
"ENSG00000236676",1829.6
"ENSG00000168916",1830.4
"ENSG00000137965",1830.8
"ENSG00000120053",1831.2
"ENSG00000233290",1831.6
"ENSG00000248663",1832
"ENSG00000171517",1834
"ENSG00000164879",1834
"ENSG00000137947",1834
"ENSG00000286548",1834.2
"ENSG00000069702",1834.4
"ENSG00000148841",1834.6
"ENSG00000250891",1834.8
"ENSG00000154451",1835.6
"ENSG00000162676",1836
"ENSG00000226835",1836
"ENSG00000171488",1836.4
"ENSG00000169439",1836.6
"ENSG00000170458",1836.8
"ENSG00000229775",1837
"ENSG00000162645",1837
"ENSG00000137962",1837.8
"ENSG00000228971",1837.8
"ENSG00000215869",1838.6
"ENSG00000251680",1841
"ENSG00000203867",1841
"ENSG00000113070",1841.4
"ENSG00000171385",1841.8
"ENSG00000287231",1842.2
"ENSG00000116752",1842.6
"ENSG00000250072",1843.6
"ENSG00000134198",1844.2
"ENSG00000226272",1844.6
"ENSG00000227712",1844.6
"ENSG00000107518",1845.4
"ENSG00000173212",1845.6
"ENSG00000285582",1846.4
"ENSG00000253177",1847
"ENSG00000117281",1847.4
"ENSG00000151892",1847.4
"ENSG00000196154",1848.2
"ENSG00000196369",1848.6
"ENSG00000113578",1849
"ENSG00000135077",1849
"ENSG00000113721",1849.4
"ENSG00000163220",1849.6
"ENSG00000251031",1849.8
"ENSG00000198873",1850.2
"ENSG00000143297",1852
"ENSG00000287064",1852.2
"ENSG00000203805",1852.4
"ENSG00000253796",1852.6
"ENSG00000177954",1852.8
"ENSG00000155511",1853.6
"ENSG00000066468",1854.2
"ENSG00000182022",1856.4
"ENSG00000122224",1856.4
"ENSG00000234425",1856.8
"ENSG00000177570",1857.6
"ENSG00000237693",1858
"ENSG00000175029",1858.2
"ENSG00000170961",1858.6
"ENSG00000148848",1859.4
"ENSG00000117091",1859.6
"ENSG00000248485",1859.8
"ENSG00000174705",1860.2
"ENSG00000132334",1860.8
"ENSG00000173110",1860.8
"ENSG00000286749",1861
"ENSG00000285622",1861.6
"ENSG00000203747",1861.8
"ENSG00000072694",1862.4
"ENSG00000007908",1863
"ENSG00000143196",1863.4
"ENSG00000143194",1863.6
"ENSG00000164761",1863.6
"ENSG00000117507",1865
"ENSG00000156802",1865.8
"ENSG00000249738",1866.4
"ENSG00000281641",1866.8
"ENSG00000283683",1868.6
"ENSG00000286122",1869.2
"ENSG00000162779",1869.2
"ENSG00000269821",1869.8
"ENSG00000283415",1873.4
"ENSG00000153317",1874.8
"ENSG00000130413",1875.2
"ENSG00000104419",1875.4
"ENSG00000165071",1875.8
"ENSG00000285280",1876.2
"ENSG00000008083",1876.8
"ENSG00000170085",1877
"ENSG00000134376",1878.8
"ENSG00000227803",1879.2
"ENSG00000163431",1879.2
"ENSG00000253438",1879.4
"ENSG00000133800",1879.8
"ENSG00000133067",1879.8
"ENSG00000110328",1881.8
"ENSG00000231871",1882.2
"ENSG00000285417",1882.2
"ENSG00000105339",1882.4
"ENSG00000137261",1882.8
"ENSG00000104415",1883.8
"ENSG00000286619",1884
"ENSG00000163545",1884.4
"ENSG00000153157",1886.8
"ENSG00000266094",1887.4
"ENSG00000236911",1888
"ENSG00000162897",1888.2
"ENSG00000022567",1888.2
"ENSG00000204389",1888.4
"ENSG00000152954",1888.4
"ENSG00000076356",1889.6
"ENSG00000229983",1890.2
"ENSG00000162814",1890.8
"ENSG00000196126",1891.8
"ENSG00000257551",1892.2
"ENSG00000134343",1893
"ENSG00000226601",1893.8
"ENSG00000232679",1894.2
"ENSG00000143514",1895.4
"ENSG00000203685",1895.6
"ENSG00000236404",1895.6
"ENSG00000153707",1896.4
"ENSG00000289368",1898
"ENSG00000066382",1898.8
"ENSG00000228044",1899.8
"ENSG00000288723",1900
"ENSG00000107295",1900.2
"ENSG00000168405",1900.6
"ENSG00000240498",1901.2
"ENSG00000162843",1902.4
"ENSG00000166016",1902.4
"ENSG00000135373",1903.6
"ENSG00000026508",1904.6
"ENSG00000165304",1905.2
"ENSG00000115738",1905.2
"ENSG00000110436",1905.6
"ENSG00000164627",1906
"ENSG00000234423",1906.2
"ENSG00000117020",1906.6
"ENSG00000149090",1906.6
"ENSG00000226733",1907.2
"ENSG00000179241",1907.6
"ENSG00000106714",1907.8
"ENSG00000230448",1908
"ENSG00000235576",1908.2
"ENSG00000146122",1909
"ENSG00000162981",1910.6
"ENSG00000197261",1912.2
"ENSG00000001084",1912.4
"ENSG00000165092",1912.6
"ENSG00000084674",1913
"ENSG00000235899",1913
"ENSG00000189350",1913
"ENSG00000233862",1916.2
"ENSG00000110077",1917.2
"ENSG00000049323",1917.6
"ENSG00000196092",1917.8
"ENSG00000115295",1918.2
"ENSG00000110079",1918.2
"ENSG00000214787",1919.2
"ENSG00000231826",1919.2
"ENSG00000237803",1919.8
"ENSG00000116016",1920
"ENSG00000166927",1920.4
"ENSG00000119125",1920.4
"ENSG00000234690",1920.8
"ENSG00000230773",1922
"ENSG00000119729",1922.2
"ENSG00000107242",1923
"ENSG00000198478",1923.4
"ENSG00000286604",1925
"ENSG00000138039",1925.2
"ENSG00000285611",1925.4
"ENSG00000228541",1925.6
"ENSG00000135333",1925.8
"ENSG00000196730",1926.6
"ENSG00000233723",1927
"ENSG00000055813",1927.8
"ENSG00000172159",1928.2
"ENSG00000223935",1928.4
"ENSG00000123975",1929
"ENSG00000082293",1929.4
"ENSG00000106829",1929.8
"ENSG00000289156",1929.8
"ENSG00000135299",1930
"ENSG00000079841",1930.4
"ENSG00000269964",1930.6
"ENSG00000059728",1931
"ENSG00000204971",1932
"ENSG00000186642",1933.2
"ENSG00000225937",1933.4
"ENSG00000115353",1934
"ENSG00000234653",1934
"ENSG00000187764",1934.8
"ENSG00000240040",1936.2
"ENSG00000078124",1938.8
"ENSG00000170485",1939.2
"ENSG00000071054",1939.6
"ENSG00000287771",1940.4
"ENSG00000196872",1941
"ENSG00000254420",1941.4
"ENSG00000146263",1941.4
"ENSG00000271860",1942
"ENSG00000172673",1942.6
"ENSG00000286904",1944.4
"ENSG00000169607",1946.8
"ENSG00000234997",1947.4
"ENSG00000153094",1947.8
"ENSG00000150687",1948.2
"ENSG00000115112",1948.2
"ENSG00000106819",1948.8
"ENSG00000155368",1949.4
"ENSG00000144118",1949.8
"ENSG00000285835",1949.8
"ENSG00000136732",1951
"ENSG00000227531",1951.2
"ENSG00000287100",1951.4
"ENSG00000086991",1952.6
"ENSG00000284977",1953.6
"ENSG00000261645",1953.8
"ENSG00000231758",1954.8
"ENSG00000165323",1955
"ENSG00000257277",1955.2
"ENSG00000112319",1956.4
"ENSG00000286215",1956.8
"ENSG00000286335",1957.2
"ENSG00000184384",1959.8
"ENSG00000106952",1960.4
"ENSG00000115159",1961.2
"ENSG00000149972",1961.8
"ENSG00000197635",1963
"ENSG00000228495",1963
"ENSG00000153250",1963.4
"ENSG00000082438",1963.4
"ENSG00000079931",1964.2
"ENSG00000160323",1964.8
"ENSG00000023445",1964.8
"ENSG00000016402",1965.4
"ENSG00000144285",1965.4
"ENSG00000197859",1965.6
"ENSG00000172318",1966.2
"ENSG00000130635",1966.6
"ENSG00000182752",1967.8
"ENSG00000071909",1967.8
"ENSG00000073734",1967.8
"ENSG00000092820",1968
"ENSG00000254987",1968
"ENSG00000167081",1968
"ENSG00000231971",1968
"ENSG00000085265",1968.2
"ENSG00000073737",1968.2
"ENSG00000081479",1968.4
"ENSG00000091428",1968.4
"ENSG00000170962",1969
"ENSG00000128655",1969
"ENSG00000152253",1970.2
"ENSG00000152402",1970.8
"ENSG00000135604",1971
"ENSG00000233452",1971.6
"ENSG00000236501",1972.4
"ENSG00000226571",1973
"ENSG00000234147",1974.2
"ENSG00000231689",1974.8
"ENSG00000151632",1976.6
"ENSG00000106266",1976.8
"ENSG00000149294",1978.6
"ENSG00000173559",1979.4
"ENSG00000185736",1980.2
"ENSG00000182985",1981
"ENSG00000286533",1981.2
"ENSG00000197121",1981.6
"ENSG00000271893",1982.2
"ENSG00000091831",1982.8
"ENSG00000065413",1983.4
"ENSG00000177103",1984.2
"ENSG00000222035",1984.8
"ENSG00000163600",1986
"ENSG00000173166",1987.6
"ENSG00000019144",1988.2
"ENSG00000229321",1989.2
"ENSG00000197756",1989.6
"ENSG00000237525",1990
"ENSG00000149403",1991.2
"ENSG00000071242",1991.6
"ENSG00000144451",1992.2
"ENSG00000286639",1992.6
"ENSG00000286044",1992.8
"ENSG00000287277",1993.4
"ENSG00000255248",1993.8
"ENSG00000288819",1994
"ENSG00000154127",1994.8
"ENSG00000123243",1995
"ENSG00000236432",1995.4
"ENSG00000227033",1997.2
"ENSG00000286376",1997.2
"ENSG00000166250",1997.2
"ENSG00000011426",1997.6
"ENSG00000224814",1998
"ENSG00000163053",1998.2
"ENSG00000023171",1998.2
"ENSG00000188042",1998.4
"ENSG00000151468",1998.6
"ENSG00000235726",1998.8
"ENSG00000168918",1999
"ENSG00000150867",1999
"ENSG00000149571",2000.8
"ENSG00000132321",2001
"ENSG00000235947",2001.2
"ENSG00000233392",2001.2
"ENSG00000233608",2001.4
"ENSG00000151025",2002.2
"ENSG00000134954",2002.4
"ENSG00000095777",2003
"ENSG00000122547",2003.2
"ENSG00000151702",2003.4
"ENSG00000229656",2003.8
"ENSG00000134070",2003.8
"ENSG00000150051",2004.4
"ENSG00000197085",2005.2
"ENSG00000144713",2005.4
"ENSG00000187258",2005.8
"ENSG00000078053",2006.2
"ENSG00000272568",2006.4
"ENSG00000240583",2006.4
"ENSG00000285906",2007
"ENSG00000132164",2007.2
"ENSG00000166086",2008.4
"ENSG00000131378",2008.8
"ENSG00000282987",2009.6
"ENSG00000206561",2010.2
"ENSG00000287042",2010.2
"ENSG00000228956",2010.4
"ENSG00000237838",2013.2
"ENSG00000163508",2013.2
"ENSG00000287249",2013.6
"ENSG00000179796",2013.8
"ENSG00000127955",2014.6
"ENSG00000047617",2015
"ENSG00000235904",2015.4
"ENSG00000110799",2016
"ENSG00000289450",2016.4
"ENSG00000153551",2016.6
"ENSG00000127951",2017
"ENSG00000106536",2017.8
"ENSG00000002746",2017.8
"ENSG00000280739",2018.2
"ENSG00000153558",2018.6
"ENSG00000165443",2018.6
"ENSG00000225611",2019
"ENSG00000144677",2019
"ENSG00000205628",2019.2
"ENSG00000177675",2019.4
"ENSG00000088538",2019.8
"ENSG00000152926",2020.2
"ENSG00000177575",2020.4
"ENSG00000281103",2020.6
"ENSG00000163808",2021
"ENSG00000072422",2022
"ENSG00000068001",2022
"ENSG00000231131",2022
"ENSG00000173262",2022.2
"ENSG00000162244",2022.6
"ENSG00000150347",2023.2
"ENSG00000059804",2023.4
"ENSG00000144730",2023.8
"ENSG00000128805",2024.6
"ENSG00000185274",2025.2
"ENSG00000244342",2026
"ENSG00000255801",2026.2
"ENSG00000163689",2026.8
"ENSG00000241359",2027
"ENSG00000163630",2027.6
"ENSG00000241316",2028
"ENSG00000285708",2029.4
"ENSG00000175899",2029.8
"ENSG00000163421",2030
"ENSG00000288039",2030.2
"ENSG00000242009",2030.4
"ENSG00000148541",2030.4
"ENSG00000126838",2030.8
"ENSG00000165449",2031.2
"ENSG00000168209",2032.4
"ENSG00000279658",2032.6
"ENSG00000228065",2032.8
"ENSG00000150045",2034.6
"ENSG00000156026",2036
"ENSG00000285780",2036.2
"ENSG00000165682",2036.6
"ENSG00000150048",2037.6
"ENSG00000127928",2037.6
"ENSG00000170381",2037.8
"ENSG00000114423",2038.2
"ENSG00000008277",2038.4
"ENSG00000172243",2038.6
"ENSG00000287682",2039.2
"ENSG00000005471",2041
"ENSG00000289358",2042
"ENSG00000172139",2043.2
"ENSG00000134545",2043.4
"ENSG00000242242",2044.6
"ENSG00000114529",2045
"ENSG00000163606",2045
"ENSG00000178878",2045.4
"ENSG00000091986",2046.6
"ENSG00000138135",2047.6
"ENSG00000134531",2047.6
"ENSG00000111341",2049.2
"ENSG00000243276",2049.2
"ENSG00000105976",2050
"ENSG00000082781",2050.2
"ENSG00000134533",2050.4
"ENSG00000250012",2050.6
"ENSG00000105851",2051
"ENSG00000074416",2051.2
"ENSG00000014257",2051.4
"ENSG00000170615",2051.6
"ENSG00000282301",2052
"ENSG00000082684",2052.2
"ENSG00000231210",2053.2
"ENSG00000107798",2053.2
"ENSG00000255910",2053.4
"ENSG00000091513",2053.4
"ENSG00000182771",2054
"ENSG00000256287",2054.4
"ENSG00000172572",2055.4
"ENSG00000187715",2055.8
"ENSG00000287232",2056.4
"ENSG00000227356",2056.6
"ENSG00000138193",2056.8
"ENSG00000111700",2056.8
"ENSG00000181744",2057.8
"ENSG00000120054",2059.2
"ENSG00000285557",2059.4
"ENSG00000111716",2059.8
"ENSG00000163746",2060
"ENSG00000175093",2060.8
"ENSG00000196428",2061.8
"ENSG00000060982",2062.4
"ENSG00000105989",2062.6
"ENSG00000198074",2062.8
"ENSG00000144893",2062.8
"ENSG00000287688",2063
"ENSG00000106018",2063
"ENSG00000196329",2063.6
"ENSG00000163646",2063.8
"ENSG00000189320",2063.8
"ENSG00000047457",2064
"ENSG00000114771",2064.6
"ENSG00000181631",2064.8
"ENSG00000245857",2065.2
"ENSG00000234352",2065.4
"ENSG00000229619",2065.6
"ENSG00000198829",2065.8
"ENSG00000211772",2066.2
"ENSG00000029153",2066.4
"ENSG00000120051",2066.6
"ENSG00000110841",2067.6
"ENSG00000243176",2068.4
"ENSG00000114200",2068.4
"ENSG00000179674",2068.6
"ENSG00000203876",2068.8
"ENSG00000119969",2069
"ENSG00000243069",2069
"ENSG00000164733",2069.4
"ENSG00000138166",2070
"ENSG00000121858",2070.6
"ENSG00000133687",2071.4
"ENSG00000091879",2072.6
"ENSG00000223387",2073.2
"ENSG00000105894",2073.2
"ENSG00000151746",2073.8
"ENSG00000254242",2074.4
"ENSG00000244227",2074.8
"ENSG00000058056",2075.8
"ENSG00000186480",2076.2
"ENSG00000285336",2076.4
"ENSG00000177640",2077
"ENSG00000242522",2077.8
"ENSG00000165966",2078.4
"ENSG00000257228",2079.4
"ENSG00000223930",2079.8
"ENSG00000145192",2079.8
"ENSG00000184661",2080.4
"ENSG00000113889",2080.6
"ENSG00000229102",2080.8
"ENSG00000073849",2081
"ENSG00000065154",2081.2
"ENSG00000139174",2081.4
"ENSG00000184613",2082.4
"ENSG00000231383",2083.4
"ENSG00000111371",2084
"ENSG00000188001",2084.4
"ENSG00000197142",2084.6
"ENSG00000139209",2085.2
"ENSG00000278518",2085.4
"ENSG00000133874",2086
"ENSG00000179715",2086.2
"ENSG00000184985",2086.6
"ENSG00000291192",2087.4
"ENSG00000109667",2089.8
"ENSG00000125089",2090.6
"ENSG00000274461",2093
"ENSG00000135480",2093.8
"ENSG00000168079",2093.8
"ENSG00000249252",2093.8
"ENSG00000250317",2095
"ENSG00000163145",2095.6
"ENSG00000247134",2097
"ENSG00000288321",2097.8
"ENSG00000251129",2098.2
"ENSG00000109790",2098.6
"ENSG00000134962",2099
"ENSG00000109819",2099.2
"ENSG00000133789",2100.6
"ENSG00000258231",2100.6
"ENSG00000257259",2101.6
"ENSG00000135605",2102
"ENSG00000178538",2102.4
"ENSG00000072952",2103
"ENSG00000118596",2103.8
"ENSG00000147573",2104
"ENSG00000188848",2104.4
"ENSG00000251438",2104.6
"ENSG00000163285",2105.8
"ENSG00000104237",2105.8
"ENSG00000175868",2106
"ENSG00000196620",2106.6
"ENSG00000035720",2106.8
"ENSG00000109181",2107
"ENSG00000072201",2107.4
"ENSG00000171234",2107.6
"ENSG00000148926",2107.6
"ENSG00000253322",2107.8
"ENSG00000287227",2107.8
"ENSG00000153179",2109.2
"ENSG00000163631",2110.4
"ENSG00000121621",2110.6
"ENSG00000174099",2110.8
"ENSG00000249413",2111.4
"ENSG00000166444",2111.4
"ENSG00000262655",2111.4
"ENSG00000248049",2112
"ENSG00000138767",2112.4
"ENSG00000090376",2112.8
"ENSG00000169245",2113.2
"ENSG00000110427",2113.6
"ENSG00000109193",2113.8
"ENSG00000255733",2114.8
"ENSG00000251301",2116
"ENSG00000253500",2116.2
"ENSG00000254288",2117
"ENSG00000253983",2117.6
"ENSG00000135678",2117.6
"ENSG00000286035",2117.6
"ENSG00000090382",2118.6
"ENSG00000272414",2119.2
"ENSG00000250334",2119.4
"ENSG00000250062",2119.6
"ENSG00000166268",2119.8
"ENSG00000170509",2120
"ENSG00000173432",2121
"ENSG00000251442",2121
"ENSG00000163624",2121.2
"ENSG00000285579",2121.2
"ENSG00000135643",2121.4
"ENSG00000163106",2121.8
"ENSG00000258168",2122.4
"ENSG00000171714",2122.8
"ENSG00000187479",2123.2
"ENSG00000127329",2123.4
"ENSG00000153233",2124.4
"ENSG00000164893",2125
"ENSG00000248858",2125.6
"ENSG00000251620",2125.6
"ENSG00000248676",2126.4
"ENSG00000109323",2126.8
"ENSG00000129151",2127
"ENSG00000072657",2127.2
"ENSG00000196616",2128
"ENSG00000254180",2128.4
"ENSG00000248144",2128.4
"ENSG00000138821",2128.6
"ENSG00000258077",2129.2
"ENSG00000104432",2129.2
"ENSG00000163116",2130.4
"ENSG00000251577",2131
"ENSG00000248373",2131
"ENSG00000067798",2131.4
"ENSG00000253582",2131.6
"ENSG00000164830",2132.4
"ENSG00000285751",2132.6
"ENSG00000249635",2132.6
"ENSG00000067715",2133
"ENSG00000155090",2133
"ENSG00000162174",2133.8
"ENSG00000232021",2134.6
"ENSG00000196600",2134.6
"ENSG00000109475",2135.4
"ENSG00000156509",2135.6
"ENSG00000138741",2136.2
"ENSG00000287692",2136.6
"ENSG00000139220",2138
"ENSG00000148948",2139
"ENSG00000164070",2139.2
"ENSG00000179104",2139.6
"ENSG00000109436",2141.2
"ENSG00000151012",2141.2
"ENSG00000182050",2142.2
"ENSG00000165434",2142.6
"ENSG00000261083",2143
"ENSG00000250149",2143.4
